file,word,context,suggestions,confidence,rule_id
2023-06-25-dazhe-dzheym-kemeron-sharit-za-kompozity-i.md:body,Кэмерон,"Даже Джейм Кэмерон шарит за композиты и МКЭ!

Надеюсь, кто такой Джеймс Кэмерон, вам рассказывать не",Камертон | Элерон | Камерун,LOW,SPELLING
2023-06-25-dazhe-dzheym-kemeron-sharit-za-kompozity-i.md:body,Кэмерон,"Даже Джейм Кэмерон шарит за композиты и МКЭ!

Надеюсь, кто такой Джеймс Кэмерон, вам рассказывать не",Камертон | Элерон | Камерун,LOW,SPELLING
2023-06-28-kak-nado-schitat-batiskafy.md:body,Джеймся,"Как надо считать батискафы

Если вернуться к теме моделирования батискафов, подводных аппаратов и зн",Джеймс | Джеймса | Джеймсе | Джеймсу,LOW,SPELLING
2023-06-28-kak-nado-schitat-batiskafy.md:body,Кэмерона,"Как надо считать батискафы

Если вернуться к теме моделирования батискафов, подводных аппаратов и зн",Камертона | Элерона | Камеруна | Камертон | Элерон,LOW,SPELLING
2023-06-29-vse-chto-vy-hoteli-znat-pro-sovremennoe.md:body,многомасштабные,Статья (скорее целая книга из 117 страниц!!!ё) которая является наиболее полным обзором использовани,много масштабные | много-масштабные,LOW,SPELLING
2023-07-01-kalteh-modeliruet-dinamiku-puzyrey.md:title,Калтех,Калтех моделирует динамику пузырей,Кал тех | Кал-тех | Алтею | Алтее | Алтей,LOW,SPELLING
2023-07-01-kalteh-modeliruet-dinamiku-puzyrey.md:body,Калтех,"Калтех моделирует динамику пузырей

Инженеры из Калифорнийского технологического института смоделиро",Кал тех | Кал-тех | Алтею | Алтее | Алтей,LOW,SPELLING
2023-07-03-kanal-menee-skuchnyh-lektsiy.md:body,Сохранённая,"Канал менее скучных лекций

У кого есть ОДИН ЧАС, чтобы слушать ОДНУ лекцию?

Я нашел канал, который",Сохраненная | Сохранная | Сохраненный | Сохранный,LOW,SPELLING
2023-07-03-kanal-menee-skuchnyh-lektsiy.md:body,Сохранённая,"Канал менее скучных лекций

У кого есть ОДИН ЧАС, чтобы слушать ОДНУ лекцию?

Я нашел канал, который",Сохраненная | Сохранная | Сохраненный | Сохранный,LOW,SPELLING
2023-07-04-vampire.md:body,совей,"vAMpire 🧛

Когда люди подходят к результатам совей работы с долей самоиронии - это всегда хорошо. Се",своей | соей | сове | свей | новей,LOW,SPELLING
2023-07-04-vampire.md:body,решателями,"vAMpire 🧛

Когда люди подходят к результатам совей работы с долей самоиронии - это всегда хорошо. Се",вешателями | решат елями | решат-елями | вешателям | предателями,LOW,SPELLING
2023-07-04-vampire.md:body,видеокарты,"vAMpire 🧛

Когда люди подходят к результатам совей работы с долей самоиронии - это всегда хорошо. Се",видео карты | видео-карты,LOW,SPELLING
2023-07-06-rasshirenie-thermo-calc-dlya-additivnogo-p.md:title,производста,Расширение Thermo-Calc для аддитивного производста,производства | производств | производила,LOW,SPELLING
2023-07-06-rasshirenie-thermo-calc-dlya-additivnogo-p.md:body,производста,"Расширение Thermo-Calc для аддитивного производста

Данный модуль должен предсказывать свойства полу",производства | производств | производила,LOW,SPELLING
2023-07-06-rasshirenie-thermo-calc-dlya-additivnogo-p.md:body,что-то,"Расширение Thermo-Calc для аддитивного производста

Данный модуль должен предсказывать свойства полу",ото | тот | что | фото | лото,LOW,SPELLING
2023-07-07-wildkatze-cfd-solver.md:body,проетка,"Wildkatze CFD solver

wildkatze берет свое начало из проетка FVUS (Finite Volume Utilities and Solve",проекта | пролетка | кротка,LOW,SPELLING
2023-07-07-wildkatze-cfd-solver.md:body,многодисциплинарного,"Wildkatze CFD solver

wildkatze берет свое начало из проетка FVUS (Finite Volume Utilities and Solve",много дисциплинарного | много-дисциплинарного,LOW,SPELLING
2023-07-07-wildkatze-cfd-solver.md:body,многорегиональный,"Wildkatze CFD solver

wildkatze берет свое начало из проетка FVUS (Finite Volume Utilities and Solve",много региональный | много-региональный,LOW,SPELLING
2023-07-10-esi-group-pogloschena-keysight-technologie.md:body,термореактивных,"ESI Group поглощена Keysight Technologies

Новость, которая была незамеченной 2 недели. 29 июня Keys",турбореактивных | турбореактивный | турбореактивные | турбореактивным,LOW,SPELLING
2023-07-10-esi-group-pogloschena-keysight-technologie.md:body,наплавки,"ESI Group поглощена Keysight Technologies

Новость, которая была незамеченной 2 недели. 29 июня Keys",на плавки | на-плавки | плавки | неплавкие | неплавких,LOW,SPELLING
2023-07-10-esi-group-pogloschena-keysight-technologie.md:body,софта,"ESI Group поглощена Keysight Technologies

Новость, которая была незамеченной 2 недели. 29 июня Keys",софита | софа | кофта | сорта | соф та,LOW,SPELLING
2023-07-11-video-kanal-rodrigo-pasa.md:title,Родриго,Видео канал Родриго Паса,Родина | Коврига | Подруга | Родимый,LOW,SPELLING
2023-07-11-video-kanal-rodrigo-pasa.md:body,Родриго,"Видео канал Родриго Паса

Rodrigo R. Paz один из видных ученых в команде Ansys LST, специалихирующий",Родина | Коврига | Подруга | Родимый,LOW,SPELLING
2023-07-11-video-kanal-rodrigo-pasa.md:body,специалихирующийся,"Видео канал Родриго Паса

Rodrigo R. Paz один из видных ученых в команде Ansys LST, специалихирующий",специализирующийся | специализирующейся | специализирующиеся | специализирующихся | специализирующимся,LOW,SPELLING
2023-07-11-video-kanal-rodrigo-pasa.md:body,списко,"Видео канал Родриго Паса

Rodrigo R. Paz один из видных ученых в команде Ansys LST, специалихирующий",список | списком | списков | списка | списке,LOW,SPELLING
2023-07-12-modelirovanie-delfina.md:body,запилили,"Моделирование дельфина

Умные ребята запилили статью про то, как они в самописном CFD коде моделиров",зашпилили | напилили | запалили | запулили | запылили,LOW,SPELLING
2023-07-12-modelirovanie-delfina.md:body,самописном,"Моделирование дельфина

Умные ребята запилили статью про то, как они в самописном CFD коде моделиров",сам описном | сам-описном | самописок | самоличном | самописцам,LOW,SPELLING
2023-07-13-gpu-native-fem.md:body,решaтeли,"GPU native FEM

Я бы хотел сегодня с вам порассуждать, и послушать ваши комментарии. Наверно мало кт",решет | решать | решета | решето | решить,LOW,SPELLING
2023-07-13-gpu-native-fem.md:body,видеокарты,"GPU native FEM

Я бы хотел сегодня с вам порассуждать, и послушать ваши комментарии. Наверно мало кт",видео карты | видео-карты,LOW,SPELLING
2023-07-13-gpu-native-fem.md:body,решетили,"GPU native FEM

Я бы хотел сегодня с вам порассуждать, и послушать ваши комментарии. Наверно мало кт",решет или | решет-или | решили | изрешетили | решетки,LOW,SPELLING
2023-07-13-gpu-native-fem.md:body,что-то,"GPU native FEM

Я бы хотел сегодня с вам порассуждать, и послушать ваши комментарии. Наверно мало кт",ото | тот | что | фото | лото,LOW,SPELLING
2023-07-13-gpu-native-fem.md:body,решателем,"GPU native FEM

Я бы хотел сегодня с вам порассуждать, и послушать ваши комментарии. Наверно мало кт",вешателем | вешателе | предателем | вешатель | делателем,LOW,SPELLING
2023-07-13-gpu-native-fem.md:body,решателем,"GPU native FEM

Я бы хотел сегодня с вам порассуждать, и послушать ваши комментарии. Наверно мало кт",вешателем | вешателе | предателем | вешатель | делателем,LOW,SPELLING
2023-07-13-gpu-native-fem.md:body,чем-то,"GPU native FEM

Я бы хотел сегодня с вам порассуждать, и послушать ваши комментарии. Наверно мало кт",четно | четою | четой | четок | чебот,LOW,SPELLING
2023-07-14-robastnaya-topologicheskaya-optimizatsiya.md:title,Робастная,Робастная топологическая оптимизация,Областная | Лобастая | Зобастая | Лопастная | Областной,LOW,SPELLING
2023-07-14-robastnaya-topologicheskaya-optimizatsiya.md:body,Робастная,"Робастная топологическая оптимизация

На мой взгляд, у коллеги очень здоровое видение того, как можн",Областная | Лобастая | Зобастая | Лопастная | Областной,LOW,SPELLING
2023-07-14-robastnaya-topologicheskaya-optimizatsiya.md:body,стахастический,"Робастная топологическая оптимизация

На мой взгляд, у коллеги очень здоровое видение того, как можн",стохастический | стохастически | статистический | стохастические | стохастических,LOW,SPELLING
2023-07-18-microsim.md:body,суперкомпьютерной,"MicroSim

MicroSim - это открытый проект в рамках Национальной суперкомпьютерной миссии правительств",супер компьютерной | супер-компьютерной,LOW,SPELLING
2023-07-19-catia-v1-na-stantsii-ibm-v-1982-godu-did.md:body,Дидье,Дидье Гайяр (Didier Gaillard) проводит демонстрацию. Экран справа используется для отображения геоме,Дядьке | Биде | Дине | Диве | Дичь,LOW,SPELLING
2023-07-19-catia-v1-na-stantsii-ibm-v-1982-godu-did.md:body,Гайяр,Дидье Гайяр (Didier Gaillard) проводит демонстрацию. Экран справа используется для отображения геоме,Гуайяв | Гаер | Майя | Сайр | Галя,LOW,SPELLING
2023-07-19-catia-v1-na-stantsii-ibm-v-1982-godu-did.md:body,винтажные,Дидье Гайяр (Didier Gaillard) проводит демонстрацию. Экран справа используется для отображения геоме,витражные | ватажные | виражные | авантажные | монтажные,LOW,SPELLING
2023-07-19-catia-v1-na-stantsii-ibm-v-1982-godu-did.md:body,коментарии,Дидье Гайяр (Didier Gaillard) проводит демонстрацию. Экран справа используется для отображения геоме,комментарии | комментарию | комментарий | комментария,LOW,SPELLING
2023-07-20-the-beginners-guide-to-aeronautics-by-n.md:body,кого-то,"В XXI веке самолеты - обычная часть повседневной жизни. Мы видим, как они пролетают, читаем о них ил",коготок | коготь | колото | колотый,LOW,SPELLING
2023-07-20-the-beginners-guide-to-aeronautics-by-n.md:body,Райт,"В XXI веке самолеты - обычная часть повседневной жизни. Мы видим, как они пролетают, читаем о них ил",Рай | Байт | Рант | Раст | Раут,LOW,SPELLING
2023-07-21-rocky-in-action.md:body,плейлист,"Rocky in Action

На этой неделе на официальном канале Rocky DEM появился новый плейлист с демонтсрац",плечист | флейтист | петлистый | плечистый,LOW,SPELLING
2023-07-21-rocky-in-action.md:body,демонтсрацией,"Rocky in Action

На этой неделе на официальном канале Rocky DEM появился новый плейлист с демонтсрац",демонстрацией | демонстраций | демонстрация | демонстрациею,LOW,SPELLING
2023-07-24-trame-pomozhet-sdelat-webui-dlya-cae.md:title,поможеть,trame поможеть сделать WebUI для CAE,поможет | поможете | поможешь,LOW,SPELLING
2023-07-24-trame-pomozhet-sdelat-webui-dlya-cae.md:body,поможеть,"trame поможеть сделать WebUI для CAE

trame - открытый python-фреймворк для созданиея web приложений",поможет | поможете | поможешь,LOW,SPELLING
2023-07-24-trame-pomozhet-sdelat-webui-dlya-cae.md:body,созданиея,"trame поможеть сделать WebUI для CAE

trame - открытый python-фреймворк для созданиея web приложений",создание | создания | созданием,LOW,SPELLING
2023-07-24-trame-pomozhet-sdelat-webui-dlya-cae.md:body,разработкиком,"trame поможеть сделать WebUI для CAE

trame - открытый python-фреймворк для созданиея web приложений",разработчиком | разработки ком | разработки-ком | разработчикам | разработчиков,LOW,SPELLING
2023-07-25-tizer-ko-vtoromu-video-podkasta-video-v.md:title,Тизер,Тизер ко второму видео подкаста.,Мизер | Тире | Триер | Тер | Тиаре,LOW,SPELLING
2023-07-25-tizer-ko-vtoromu-video-podkasta-video-v.md:title,подкаста,Тизер ко второму видео подкаста.,под каста | под-каста | поката | подкласса | подкраска,LOW,SPELLING
2023-07-25-tizer-ko-vtoromu-video-podkasta-video-v.md:body,Поженько,"Видео выйдет в пятницу (ну, или в четверг, если успею🤪)
В гостях: Ян и Мария Поженько

Мои бывшие лю",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2023-07-25-tizer-ko-vtoromu-video-podkasta-video-v.md:body,подкаст,"Видео выйдет в пятницу (ну, или в четверг, если успею🤪)
В гостях: Ян и Мария Поженько

Мои бывшие лю",подаст | поддаст | под каст | под-каст | покат,LOW,SPELLING
2023-07-25-tizer-ko-vtoromu-video-podkasta-video-v.md:body,паблика,"Видео выйдет в пятницу (ну, или в четверг, если успею🤪)
В гостях: Ян и Мария Поженько

Мои бывшие лю",публика | Павлика | па блика | па-блика | паб лика,LOW,SPELLING
2023-07-27-topologicheski-optimalnyy-velosiped.md:title,Топологически,Топологически оптимальный велосипед,Топологические | Топологических | Топологический | Топологическим | Типологически,LOW,SPELLING
2023-07-27-topologicheski-optimalnyy-velosiped.md:body,Топологически,"Топологически оптимальный велосипед

Генерация велосипедной рамы при помощи методов топологической о",Топологические | Топологических | Топологический | Топологическим | Типологически,LOW,SPELLING
2023-07-27-topologicheski-optimalnyy-velosiped.md:body,чем-то,"Топологически оптимальный велосипед

Генерация велосипедной рамы при помощи методов топологической о",четно | четою | четой | четок | чебот,LOW,SPELLING
2023-07-27-topologicheski-optimalnyy-velosiped.md:body,углепластика,"Топологически оптимальный велосипед

Генерация велосипедной рамы при помощи методов топологической о",угле пластика | угле-пластика,LOW,SPELLING
2023-07-28-ansysgpt.md:body,дообученный,"AnsysGPT

Ansys вчера запустил ""свой"" ChatGPT дообученный на всех знаниях компании. Теперь он может ",до обученный | до-обученный | обученный | дополученный | дообеденный,LOW,SPELLING
2023-07-28-ansysgpt.md:body,курглосуточную,"AnsysGPT

Ansys вчера запустил ""свой"" ChatGPT дообученный на всех знаниях компании. Теперь он может ",круглосуточную | круглосуточною | круглосуточный,LOW,SPELLING
2023-07-28-ansysgpt.md:body,достп,"AnsysGPT

Ansys вчера запустил ""свой"" ChatGPT дообученный на всех знаниях компании. Теперь он может ",доступ | доступа | доступе | доступу | доступы,LOW,SPELLING
2023-08-01-ansys-discovery-2023-r2.md:body,немногу,"Ansys Discovery 2023 R2

Discovery начинает по немногу превращаться в стоящий продкукт. На мой вкус,",немногую | немного | нем ногу | нем-ногу | немочь,LOW,SPELLING
2023-08-01-ansys-discovery-2023-r2.md:body,продкукт,"Ansys Discovery 2023 R2

Discovery начинает по немногу превращаться в стоящий продкукт. На мой вкус,",продукт | продукта | продукте | продукту | продукты,LOW,SPELLING
2023-08-01-ansys-discovery-2023-r2.md:body,внеднерие,"Ansys Discovery 2023 R2

Discovery начинает по немногу превращаться в стоящий продкукт. На мой вкус,",внедрение | внедрением | внедрению | внедрении | внедрений,LOW,SPELLING
2023-08-02-on-premise-gpt-ot-svs-fem.md:body,чат-бота,"On-premise GPT от SVS FEM

Чешский ANSYS Channel Partner рассказал тоже рассказал о создании свое ИИ",частота | работа | забота | чебота | чебот,LOW,SPELLING
2023-08-02-on-premise-gpt-ot-svs-fem.md:body,дообученный,"On-premise GPT от SVS FEM

Чешский ANSYS Channel Partner рассказал тоже рассказал о создании свое ИИ",до обученный | до-обученный | обученный | дополученный | дообеденный,LOW,SPELLING
2023-08-02-on-premise-gpt-ot-svs-fem.md:body,нетехнические,"On-premise GPT от SVS FEM

Чешский ANSYS Channel Partner рассказал тоже рассказал о создании свое ИИ",не технические | не-технические | технические | технический | технически,LOW,SPELLING
2023-08-02-on-premise-gpt-ot-svs-fem.md:body,суперкомпьютеры,"On-premise GPT от SVS FEM

Чешский ANSYS Channel Partner рассказал тоже рассказал о создании свое ИИ",супер компьютеры | супер-компьютеры,LOW,SPELLING
2023-08-02-on-premise-gpt-ot-svs-fem.md:body,Леонадра,"On-premise GPT от SVS FEM

Чешский ANSYS Channel Partner рассказал тоже рассказал о создании свое ИИ",Леопарда | Лежандра | Леонида | Леопард | Лежандр,LOW,SPELLING
2023-08-03-preonlab-60.md:body,Выщедщая,"PreonLab 6.0

Выщедщая новая версия ISPH решателя PreonLab 6.0 умеет делать красиво и быстро. А еще,",Выедая | Выведшая | Вышедшая | Выедать | Выведать,LOW,SPELLING
2023-08-03-preonlab-60.md:body,как-то,"PreonLab 6.0

Выщедщая новая версия ISPH решателя PreonLab 6.0 умеет делать красиво и быстро. А еще,",факто | какао | акт,LOW,SPELLING
2023-08-03-preonlab-60.md:body,уменю,"PreonLab 6.0

Выщедщая новая версия ISPH решателя PreonLab 6.0 умеет делать красиво и быстро. А еще,",умнею | умению | уменью | меню | умею,LOW,SPELLING
2023-08-03-preonlab-60.md:body,многофазку,"PreonLab 6.0

Выщедщая новая версия ISPH решателя PreonLab 6.0 умеет делать красиво и быстро. А еще,",многофазную | многоглазку | многофазный | многоглазка,LOW,SPELLING
2023-08-04-ansa-24.md:body,промашленности,"ANSA 24
На недели вышел релиз главного препроцессора для автомобильной промашленности. Из того, что ",промышленности | промышленность | промышленностями | промышленностей | промышленностях,LOW,SPELLING
2023-08-04-ansa-24.md:body,секто,"ANSA 24
На недели вышел релиз главного препроцессора для автомобильной промашленности. Из того, что ",сектою | сектой | сектор | сект | некто,LOW,SPELLING
2023-08-05-ya-uzhe-neskolko-raz-poluchal-voprosy-ot-k.md:title,проффессионального,"Я уже несколько раз получал вопросы от коллег по отрасли, у какого CAE продукта самый красивый GUI. ",профессионального | профессиональный | профессионально | профессиональною | профессиональное,LOW,SPELLING
2023-08-05-ya-uzhe-neskolko-raz-poluchal-voprosy-ot-k.md:title,тяжелеого,"Я уже несколько раз получал вопросы от коллег по отрасли, у какого CAE продукта самый красивый GUI. ",тяжелого | тяжеленного | тяжелело | тяжело | тяжелее,LOW,SPELLING
2023-08-05-ya-uzhe-neskolko-raz-poluchal-voprosy-ot-k.md:title,интефейс,"Я уже несколько раз получал вопросы от коллег по отрасли, у какого CAE продукта самый красивый GUI. ",интерфейс | интерфейса | интерфейсе | интерфейсу | интерфейсы,LOW,SPELLING
2023-08-05-ya-uzhe-neskolko-raz-poluchal-voprosy-ot-k.md:title,бысто,"Я уже несколько раз получал вопросы от коллег по отрасли, у какого CAE продукта самый красивый GUI. ",быстро | быстр | бы сто | бы-сто | быстрый,LOW,SPELLING
2023-08-05-ya-uzhe-neskolko-raz-poluchal-voprosy-ot-k.md:title,черно-зеленый,"Я уже несколько раз получал вопросы от коллег по отрасли, у какого CAE продукта самый красивый GUI. ",черноземный | вечнозеленый | черноземной | черноземные | черноземных,LOW,SPELLING
2023-08-06-segodnya-u-yuriya-novozhilova-sozdatelya-mag.md:body,паблик,"Лучший подарок, мне кажется, будет - подписаться на его паблик  (там очень много актуальных новостей",Павлик | па блик | па-блик | паб лик | паб-лик,LOW,SPELLING
2023-08-06-segodnya-u-yuriya-novozhilova-sozdatelya-mag.md:body,всё,"Лучший подарок, мне кажется, будет - подписаться на его паблик  (там очень много актуальных новостей",всю | все | вся,LOW,SPELLING
2023-08-06-segodnya-u-yuriya-novozhilova-sozdatelya-mag.md:body,подкаста,"Лучший подарок, мне кажется, будет - подписаться на его паблик  (там очень много актуальных новостей",под каста | под-каста | поката | подкласса | подкраска,LOW,SPELLING
2023-08-06-segodnya-u-yuriya-novozhilova-sozdatelya-mag.md:body,плз,"Лучший подарок, мне кажется, будет - подписаться на его паблик  (там очень много актуальных новостей",полз | пл | паз | пли | поз,LOW,SPELLING
2023-08-07-oldy-tut.md:title,Олды,Олды тут?,Оды | Олы | Орды,LOW,SPELLING
2023-08-07-oldy-tut.md:body,Олды,"Олды тут?

 

 ",Оды | Олы | Орды,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:title,возможностией,Обзор основных возможностией Ansys 2023R2 на русском,возможностей | возможности ей | возможности-ей | возможности | возможность,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:title,2023R2,Обзор основных возможностией Ansys 2023R2 на русском,А | И | К | О | Я,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:body,возможностией,"Обзор основных возможностией Ansys 2023R2 на русском

Мой коллега, Юрий Кабанов продолжает выпускать",возможностей | возможности ей | возможности-ей | возможности | возможность,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:body,2023R2,"Обзор основных возможностией Ansys 2023R2 на русском

Мой коллега, Юрий Кабанов продолжает выпускать",А | И | К | О | Я,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:body,офицальный,"Обзор основных возможностией Ansys 2023R2 на русском

Мой коллега, Юрий Кабанов продолжает выпускать",официальный | официальны | официальной | официальные | официальных,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:body,голас,"Обзор основных возможностией Ansys 2023R2 на русском

Мой коллега, Юрий Кабанов продолжает выпускать",глас | гола | голах | голам | голая,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:body,восстновленному,"Обзор основных возможностией Ansys 2023R2 на русском

Мой коллега, Юрий Кабанов продолжает выпускать",восстановленному | восстановленном | восставленному | восстановленный | восставленный,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:body,поставем,"Обзор основных возможностией Ansys 2023R2 на русском

Мой коллега, Юрий Кабанов продолжает выпускать",поставим | подставе | поставке | поставляем | подставим,LOW,SPELLING
2023-08-08-obzor-osnovnyh-vozmozhnostiey-ansys-2023r.md:body,лайков,"Обзор основных возможностией Ansys 2023R2 на русском

Мой коллега, Юрий Кабанов продолжает выпускать",лаков | лайкою | лайкой | ласков | пайков,LOW,SPELLING
2023-08-09-fibreplug-dlya-abaqus.md:body,пикольный,"FibrePlug для Abaqus

Статья про пикольный плагин для Abaqus. Плагин позволяет генерировать представ",прикольный | пришкольный | пильный | пиррольный | прикольной,LOW,SPELLING
2023-08-09-fibreplug-dlya-abaqus.md:body,плагин,"FibrePlug для Abaqus

Статья про пикольный плагин для Abaqus. Плагин позволяет генерировать представ",план | плавни | паладин | плагиат | пластин,LOW,SPELLING
2023-08-09-fibreplug-dlya-abaqus.md:body,Плагин,"FibrePlug для Abaqus

Статья про пикольный плагин для Abaqus. Плагин позволяет генерировать представ",План | Плавни | Паладин | Плагиат | Пластин,LOW,SPELLING
2023-08-09-fibreplug-dlya-abaqus.md:body,пряую,"FibrePlug для Abaqus

Статья про пикольный плагин для Abaqus. Плагин позволяет генерировать представ",прямую | пряную | пряный,LOW,SPELLING
2023-08-10-rendering-dannyh-iz-paraview-v-blender.md:body,софт,"Рендеринг данных из ParaView в Blender

Статья про то, как улучшить визуализацию ваших данных подклю",софит | соф | сот | кофт | софа,LOW,SPELLING
2023-08-11-1988-computational-fluid-dynamics-highli.md:body,визуадизации,"1988 Computational Fluid Dynamics Highlights

В этом видеоролике представлены примеры визуадизации р",визуализации | визуализацию | визуализация,LOW,SPELLING
2023-08-11-1988-computational-fluid-dynamics-highli.md:body,статоры,"1988 Computational Fluid Dynamics Highlights

В этом видеоролике представлены примеры визуадизации р",ста торы | ста-торы | стары | секаторы | сенаторы,LOW,SPELLING
2023-08-11-1988-computational-fluid-dynamics-highli.md:body,шаттла,"1988 Computational Fluid Dynamics Highlights

В этом видеоролике представлены примеры визуадизации р",шатала | штат | ватт | шато,LOW,SPELLING
2023-08-14-hpc-i-openfoam.md:body,суперкомпьютера,"HPC и OpenFOAM

Проект exaFOAM смог запустить расчет OpenFOAM на 262 144 ядрах суперкомпьютера  Hawk",супер компьютера | супер-компьютера,LOW,SPELLING
2023-08-15-nvidia-flexicubes.md:body,наконец-то,"NVIDIA FlexiCubes

Ну наконец-то! NVIDIA начала заниматься AI-based генерацией сеток! Правда это пок",наконец | наконечный | наконечною | наконечное | наконечной,LOW,SPELLING
2023-08-16-uchebnye-materialy-po-europlexus.md:body,сеточно,"Учебные материалы по Europlexus

Есть такой явный решатель, разрабатываемый под эгидой европейской э",сеточною | сеточное | сеточной | сеточном | неточно,LOW,SPELLING
2023-08-17-tretiy-vypusk-podkasta-pobalacaem-s-cae.md:title,подкаста,"Третий выпуск подкаста ""pobalaCAEm с CAE-инженерами"" с Юрием Новожиловым уже не за горами.",под каста | под-каста | поката | подкласса | подкраска,LOW,SPELLING
2023-08-17-tretiy-vypusk-podkasta-pobalacaem-s-cae.md:body,паблик,"Кто еще не подписался на его паблик t.me/MagicDPD - подписывайтесь)
П.с. а кто досмотрит подкаст для",Павлик | па блик | па-блик | паб лик | паб-лик,LOW,SPELLING
2023-08-17-tretiy-vypusk-podkasta-pobalacaem-s-cae.md:body,подкаст,"Кто еще не подписался на его паблик t.me/MagicDPD - подписывайтесь)
П.с. а кто досмотрит подкаст для",подаст | поддаст | под каст | под-каст | покат,LOW,SPELLING
2023-08-17-tretiy-vypusk-podkasta-pobalacaem-s-cae.md:body,подкаст,"Кто еще не подписался на его паблик t.me/MagicDPD - подписывайтесь)
П.с. а кто досмотрит подкаст для",подаст | поддаст | под каст | под-каст | покат,LOW,SPELLING
2023-08-18-pyatnichnaya-tema-ot-alana-bekera.md:title,Алана,Пятничная тема от Алана Бекера,Алкана | Алдана | Талана | Алчна | Клана,LOW,SPELLING
2023-08-18-pyatnichnaya-tema-ot-alana-bekera.md:title,Бекера,Пятничная тема от Алана Бекера,Бекара | Бекеша | Бек ера | Бек-ера | Бекар,LOW,SPELLING
2023-08-18-pyatnichnaya-tema-ot-alana-bekera.md:body,Алана,"Пятничная тема от Алана Бекера

 

Animation vs. Math",Алкана | Алдана | Талана | Алчна | Клана,LOW,SPELLING
2023-08-18-pyatnichnaya-tema-ot-alana-bekera.md:body,Бекера,"Пятничная тема от Алана Бекера

 

Animation vs. Math",Бекара | Бекеша | Бек ера | Бек-ера | Бекар,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Власов,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Власовн | Власом | Вас | Глас,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Власов,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Власовн | Власом | Вас | Глас,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Власов,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Власовн | Власом | Вас | Глас,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Власов,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Власовн | Власом | Вас | Глас,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Лифшиц,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Лисиц | Лифчик | Липшие | Липших | Липший,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Лифшиц,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Лисиц | Лифчик | Липшие | Липших | Липший,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Лифшиц,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Лисиц | Лифчик | Липшие | Липших | Липший,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Соколовский,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Столовский | Столовские | Столовских | Столовским | Столовской,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Восстния,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Восстания | Восстаниях | Восстаниям | Восстанию | Восстание,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,Победилетем,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",Победителем | Победитель | Победить | Побелеть,LOW,SPELLING
2023-08-21-nepravilnyy-giv.md:body,коментариях,"Неправильный ГИВ

Мой хороший знакомый решил раздать часть своей раритетной научной библиотеки. Ну а",комментариях | комментария | комментариям | комментарий,LOW,SPELLING
2023-09-04-kak-pisat-nauchnye-stati.md:body,нашёл,"Как писать научные статьи

За отпуск я нашёл отличную статью/шаблон, показывающую правильный путь на",нашел | нашил | нашест | нашить | намести,LOW,SPELLING
2023-09-04-kak-pisat-nauchnye-stati.md:body,какого-то,"Как писать научные статьи

За отпуск я нашёл отличную статью/шаблон, показывающую правильный путь на",наколото | заколото | наколотый | заколотый,LOW,SPELLING
